SEED	BIGG	KEGG	byocyc	name
rxn09109_c0	PGSA140	NULL	NULL	Phosphatidylglycerol synthase (n-C14:0)_c0
rxn06658_c0	NULL	R04341	NULL	alpha-N-Peptidyl-L-glutamine amidohydrolase_c0
rxn00141_c0	['SAH1', 'AHCi', 'AHC']	R00192	['META:ADENOSYLHOMOCYSTEINASE-RXN', 'META:ADENOSYLHOMOCYSTEINASE-RXN.c']	S-Adenosyl-L-homocysteine hydrolase_c0
rxn07056_c0	NULL	R06134	NULL	R06134_c0
rxn05375_c0	NULL	NULL	NULL	10-methyl-dodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn14294_c0	NULL	R08696	['META:RXN-8574', 'META:RXN-8574.c']	(2E,6E)-farnesyl-diphosphate lyase [(3E,6E)-alpha-farnesene-forming]_c0
rxn01200_c0	NULL	R01641	['META:1TRANSKETO-RXN', 'META:1TRANSKETO-RXN.c']	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0
rxn00186_c0	OPAH	R00251	['META:5-OXOPROLINASE-ATP-HYDROLYSING-RXN.c', 'META:5-OXOPROLINASE-ATP-HYDROLYSING-RXN']	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)_c0
rxn08558_c0	G3PD7	NULL	['META:RXN0-5260.p.metaexp.CPD-12115_DEMETHYLMENAQUINONE', 'META:RXN0-5260.m.metaexp.CPD-12115_DEMETHYLMENAQUINONE', 'META:RXN0-5260.c.metaexp.CPD-12115_DEMETHYLMENAQUINONE']	anaerobic glycerol-3-phosphate dehydrogenase_c0
rxn01241_c0	['LPD1', 'PDHe3c', 'PDHcm', 'PDHcr', 'PDHc', 'GCC2cm']	R01698	['META:DIHYDLIPOXN-RXN.c', 'META:RXN-18331']	Dihydrolipoamide:NAD+ oxidoreductase_c0
rxn00859_c0	['HISTD', 'HIS4_3']	R01158	['META:RXN-8001.c', 'META:RXN-8001']	L-Histidinol:NAD+ oxidoreductase_c0
rxn07346_c0	NULL	R07515	['META:R181-RXN', 'META:R181-RXN.c']	2,6-dihydroxypseudooxynicotinehydrolase_c0
rxn01027_c0	NULL	R01414	['META:RXN0-6565', 'META:RXN0-6565.c']	5,6-Dihydrothymine:NAD+ oxidoreductase_c0
rxn04744_c0	NULL	R06935	NULL	R06935_c0
rxn00288_c0	['SDH3_1', 'OSM1', 'SUCD1m', 'FRDSUCD1i', 'FRD', 'SUCD1i', 'SUCD1', 'FRDm']	R00408	NULL	Succinate:(acceptor) oxidoreductase_c0
rxn02185_c0	NULL	R03050	NULL	2-Acetolactate pyruvate-lyase (carboxylating)_c0
rxn00763_c0	ALCD19	R01036	META:RXN-11709.c.metaexp.GLYCERALD_NAD_NADH	Glycerol:NAD+ oxidoreductase_c0
rxn08550_c0	G3PAT161	NULL	NULL	glycerol-3-phosphate acyltransferase (C16:1)_c0
rxn02473_c0	IGPDH	R03457	['META:IMIDPHOSDEHYD-RXN.c', 'META:IMIDPHOSDEHYD-RXN', 'META:IMIDPHOSDEHYD-RXN.d']	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase_c0
rxn01275_c0	['GNKr', 'GNK']	R01737	['META:GLUCONOKIN-RXN.c', 'META:GLUCONOKIN-RXN']	ATP:D-Gluconate 6-phosphotransferase_c0
rxn10174_c0	['MALTHXabc', 'MALTHXabcpp']	NULL	NULL	maltohexaose transport via ABC system (periplasm)_c0
rxn03665_c0	NULL	R05364	NULL	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate acylhydrolase_c0
rxn06060_c0	NULL	R01875	META:THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN.c	Thiosulfate:thiol sulfurtransferase_c0
rxn08656_c0	GLYCTO3	NULL	NULL	Glycolate oxidase_c0
rxn10315_c0	NULL	NULL	NULL	isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0
rxn01434_c0	NULL	R01954	['META:ARGSUCCINSYN-RXN', 'META:ARGSUCCINSYN-RXN.c']	L-Citrulline:L-aspartate ligase (AMP-forming)_c0
rxn00912_c0	['MOHMT', 'ECM31']	R01226	['META:3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN.c', 'META:3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN.m']	5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase_c0
rxn02928_c0	NULL	R04198	META:DIHYDROPICRED-RXN.c.metaexp.NAD_NADH	2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase_c0
rxn05644_c0	NULL	NULL	NULL	D-ribose transport out via ABC system_c0
rxn12147_c0	R08504	R08603	META:RXN-14149	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)_c0
rxn03849_c0	NULL	R05563	META:RXN-8930.c	biuret amidohydrolase_c0
rxn03512_c0	PC8XM	R05177	['META:5.4.1.2-RXN.c', 'META:5.4.1.2-RXN']	Precorrin 8X 11,12-methylmutase_c0
rxn01291_c0	['ARABRr', 'ARABR']	R01759	META:RXN-8772	L-Arabitol:NADP+ 1-oxidoreductase_c0
rxn00122_c0	['FAD1', 'FMNATm', 'FMNATr', 'U80', 'FMNAT']	R00161	['META:FADSYN-RXN', 'META:FADSYN-RXN.c']	ATP:FMN adenylyltransferase_c0
rxn09979_c0	NULL	NULL	NULL	beta-glucosidase_c0
rxn06076_c0	['RNDR3', 'RNDR3n']	R02024	NULL	2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0
rxn00985_c0	['PROPP', 'PPAK', 'PPAKr']	R01353	['META:PROPKIN-RXN', 'META:RXN-7958.c', 'META:PROPKIN-RXN.c']	ATP:propanoate phosphotransferase_c0
rxn10212_c0	NULL	NULL	NULL	myristoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0
rxn01011_c0	HPYRRx	R01388	['META:HYDROXYPYRUVATE-REDUCTASE-RXN.c.metaexp.NAD_NADH', 'META:GLYCERATE-DEHYDROGENASE-RXN.c', 'META:GLYCERATE-DEHYDROGENASE-RXN', 'META:GLYCERATE-DEHYDROGENASE-RXN.d']	D-Glycerate:NAD+ 2-oxidoreductase_c0
rxn14300_c0	NULL	R08713	NULL	acyl-CoA:pseudotropine O-acyltransferase_c0
rxn12849_c0	NULL	NULL	NULL	Gly-Leu ABC transporters_c0
rxn08294_c0	DAGK120	NULL	NULL	diacylglycerol kinase (n-C12:0)_c0
rxn05179_c0	['ILEabc', 'ILEabcpp']	NULL	['META:3.6.3.22-RXN.ce.metaexp.ILE_ILE', 'META:ABC-15-RXN']	nonpolar-amino-acid-transporting ATPase_c0
rxn10259_c0	NULL	NULL	NULL	isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0
rxn01602_c0	['DHFOR2', 'FOLR2']	R02236	NULL	dihydrofolate:NADP+ oxidoreductase_c0
rxn07720_c0	NULL	R07930	NULL	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase_c0
rxn08094_c0	AKGDH	R08549	['META:2OXOGLUTARATEDEH-RXN.c', 'META:2OXOGLUTARATEDEH-RXN.m', 'META:2OXOGLUTARATEDEH-RXN']	2-Oxoglutarate dehydrogenase complex_c0
rxn02302_c0	['METB1', 'SHSL5', 'METB1r']	R03217	META:RXN-721.c	O-Acetyl-L-homoserine succinate-lyase (adding cysteine)_c0
rxn03068_c0	NULL	R04440	NULL	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)_c0
rxn05223_c0	NULL	NULL	NULL	Biotin ABC transporter_c0
rxn08467_c0	FDMO	NULL	['META:RXN-13418', 'META:RXN-13418.c']	RXN-13418.c_c0
rxn05433_c0	NULL	NULL	NULL	4-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn05344_c0	['FAS2_7_1', 'CEM1_7', 'MCMAT7']	R04968	NULL	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn03241_c0	['ECOAH6p', 'ECOAH6']	R04740	NULL	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase_c0
rxn01521_c0	['NTD1', 'U24', 'NTD1pp']	R02102	META:RXN-14143	2'-Deoxyuridine 5'-monophosphate phosphohydrolase_c0
rxn12636_c0	MEAMP1(met-ala)	NULL	NULL	methionyl aminopeptidase_c0
rxn05144_c0	NULL	R07456	NULL	Pyridoxal 5-phosphate synthase_c0
rxn11759_c0	NULL	R08231	NULL	5-fluorouridine monophosphate:diphosphate phospho-alpha-D-ribosyl-transferase_c0
rxn05414_c0	NULL	NULL	NULL	6-methyl-3-oxo-heptanoyl-ACP:NADP+ oxidoreductase_c0
rxn05596_c0	['Kt3r', 'Kt3', 'Kt3pp']	NULL	META:TRANS-RXN-42	TRANS-RXNBWI-115525.ce.maizeexp.K+_c0
rxn00338_c0	ASPO6	R00481	['META:L-ASPARTATE-OXID-RXN', 'META:L-ASPARTATE-OXID-RXN.d', 'META:L-ASPARTATE-OXID-RXN.c']	L-aspartate:oxygen oxidoreductase_c0
rxn05384_c0	NULL	NULL	NULL	3-methylbutanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn01975_c0	G6PBDH	R02736	['META:GLU6PDEHYDROG-RXN.p', 'META:GLU6PDEHYDROG-RXN.c']	beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase_c0
rxn02373_c0	G5SD	R03313	['META:GLUTSEMIALDEHYDROG-RXN', 'META:GLUTSEMIALDEHYDROG-RXN.c']	L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)_c0
rxn01649_c0	['PNP1_9', 'PUNP7']	R02297	['META:XANTHOSINEPHOSPHORY-RXN.c', 'META:XANTHOSINEPHOSPHORY-RXN']	Xanthosine:orthophosphate ribosyltransferase_c0
rxn03839_c0	AMID5	R05551	META:R311-RXN.c	R05551_c0
rxn03094_c0	NULL	R04486	NULL	Glycodeoxycholate amidohydrolase_c0
rxn00085_c0	GLUSy	R00114	['META:GLUTAMATESYN-RXN', 'META:GLUTAMATESYN-RXN.c']	L-Glutamate:NADP+ oxidoreductase (transaminating)_c0
rxn00119_c0	['URA6_1', 'UMPK', 'UMPKURIDK1', 'URIDK1', 'UMPKn', 'URA6_2']	R00158	['META:RXN-12002', 'META:RXN-12002.c', 'META:2.7.4.22-RXN.c']	ATP:UMP phosphotransferase_c0
rxn00709_c0	['URK1_3', 'URIK1']	R00964	['META:URIDINEKIN-RXN', 'META:URIDINEKIN-RXN.c']	ATP:uridine 5'-phosphotransferase_c0
rxn07432_c0	NULL	R07601	NULL	R07601_c0
rxn11749_c0	NULL	R08221	NULL	5'-deoxy-5-fluorocytidine aminohydrolase_c0
rxn03873_c0	NULL	R05594	['META:OAHTHAUERA-RXN.c', 'META:OAHTHAUERA-RXN']	R05594_c0
rxn04453_c0	NULL	R06601	['META:3.5.2.17-RXN', 'META:3.5.2.17-RXN.c', 'META:3.5.2.17-RXN.x']	5-hydroxyisourate amidohydrolase_c0
rxn01285_c0	TARTDC	R01751	['META:TARTRATE-DECARBOXYLASE-RXN', 'META:TARTRATE-DECARBOXYLASE-RXN.c']	(R,R)-tartrate carboxy-lyase (D-glycerate-forming)_c0
rxn08549_c0	G3PAT160	NULL	NULL	glycerol-3-phosphate acyltransferase (C16:0)_c0
rxn00608_c0	PGGH	R00839	NULL	6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase_c0
rxn05468_c0	['O2tpp', 'O2ter', 'O2tm', 'U227', 'O2t5i', 'O2t', 'O2tex', 'U109']	NULL	META:TRANS-RXN0-474	TRANS-RXNAVI-26568.ce_c0
rxn09345_c0	NULL	R06447	META:RXN-8999	Undecaprenyl diphosphate synthase_c0
rxn04454_c0	NULL	R06602	['META:RXN-1981', 'META:RXN-1981.c']	isochorismate pyruvate-lyase (salicylate-forming)_c0
rxn05447_c0	NULL	NULL	NULL	8-methyl-trans-non-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn01466_c0	GRTT	R02003	['META:FPPSYN-RXN.d', 'META:FPPSYN-RXN', 'META:FPPSYN-RXN.c']	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase_c0
rxn05106_c0	HKM1PP	R07394	['META:R83-RXN', 'META:R83-RXN.c']	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate phosphohydrolase_c0
rxn05187_c0	NULL	NULL	NULL	Vitamin ABC transport_c0
rxn01304_c0	['HSST', 'HSSTr']	R01777	['META:HOMSUCTRAN-RXN', 'META:HOMSUCTRAN-RXN.c']	Succinyl-CoA:L-homoserine O-succinyltransferase_c0
rxn03409_c0	GLNSP3	NULL	NULL	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-_c0
rxn01674_c0	NULL	R02327	NULL	dCTP:uridine 5'-phosphotransferase_c0
rxn00974_c0	ACONTa	R01325	['META:CITRATE-DEHYDRATASE-RXN.c', 'META:ACONITATEDEHYDR-RXN.c', 'META:ACONITATEDEHYDR-RXN', 'META:ACONITATEDEHYDR-RXN.m']	citrate hydro-lyase (cis-aconitate-forming)_c0
rxn02962_c0	NULL	R04248	NULL	R04248_c0
rxn05352_c0	['EAR80y', 'ETR1_3', 'FAS1_3_2']	R04959	['META:RXN-9526.c', 'META:RXN-9526']	Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing)_c0
rxn06389_c0	MSS4	R03469	NULL	ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase_c0
rxn06871_c0	NULL	R05179	NULL	S-Adenosyl-L-methionine:[3-phospho-D-glycerate-carboxy-lyase (dimerizing)]-lysine N6-methyltransferase_c0
rxn05399_c0	NULL	NULL	NULL	11-methyl-trans-dodec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn02008_c0	UAMAGS	R02783	['META:UDP-NACMURALA-GLU-LIG-RXN', 'META:UDP-NACMURALA-GLU-LIG-RXN.c']	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)_c0
rxn09203_c0	PSD181	NULL	NULL	Phosphatidylserine decarboxylase (n-C18:1)_c0
rxn03904_c0	PAPPT3	R05630	META:PHOSNACMURPENTATRANS-RXN.c	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase_c0
rxn05391_c0	NULL	NULL	NULL	7-methyl-trans-oct-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn01225_c0	GUADr	R01676	META:GUANINE-DEAMINASE-RXN.c	Guanine aminohydrolase_c0
rxn01679_c0	NULL	R02332	NULL	dUTP:uridine 5'-phosphotransferase_c0
rxn04760_c0	NULL	R06951	NULL	violaxanthin-neoxanthin isomerase (epoxide-opening)_c0
rxn07842_c0	NULL	R08052	['META:RXN-4305.m', 'META:RXN-4305.c', 'META:RXN-4305']	2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase_c0
rxn02288_c0	UPPDC1	R03197	['META:UROGENDECARBOX-RXN', 'META:UROGENDECARBOX-RXN.c', 'META:UROGENDECARBOX-RXN.d']	Uroporphyrinogen-III carboxy-lyase_c0
rxn10199_c0	NULL	NULL	NULL	Peptidoglycan subunit synthesis_c0
rxn00783_c0	DDPGALA	R01064	['META:DEHYDDEOXPHOSGALACT-ALDOL-RXN.c', 'META:DEHYDDEOXPHOSGALACT-ALDOL-RXN']	2-dehydro-3-deoxy-D-galactonate-6-phosphate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)_c0
rxn00409_c0	['YNK1_2', 'NDPK3']	R00570	['META:NUCLEOSIDE-DIP-KIN-RXN.c.metaexp.CDP_CTP', 'META:CDPKIN-RXN.c', 'META:CDPKIN-RXN.n', 'META:CDPKIN-RXN', 'META:NUCLEOSIDE-DIP-KIN-RXN.n.metaexp.CDP_CTP']	ATP:CDP phosphotransferase_c0
rxn02831_c0	SUCBZL	R04030	['META:O-SUCCINYLBENZOATE-COA-LIG-RXN', 'META:O-SUCCINYLBENZOATE-COA-LIG-RXN.c']	O-Succinylbenzoate:CoA ligase (AMP-forming)_c0
rxn07885_c0	NULL	R08096	NULL	R08096_c0
rxn01455_c0	NULL	R01980	['META:GALACTURONOKINASE-RXN.c', 'META:GALACTURONOKINASE-RXN']	ATP:D-galacturonate 1-phosphotransferase_c0
rxn05534_c0	DIPEPabc10	NULL	NULL	Dipeptide transport via ABC system (gly-glu)_c0
rxn01258_c0	['ICHORSi', 'ICH or Si', 'ICHORS']	R01717	['META:ISOCHORSYN-RXN.c', 'META:ISOCHORSYN-RXN.d']	chorismate hydroxymutase_c0
rxn05403_c0	NULL	NULL	NULL	13-methyl-trans-tetra-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn05669_c0	['VALt2r', 'BAP2_8', 'VAP1_7', 'VALt2m', 'VALt2', 'AGP1_11', 'VALt2rpp', 'GAP1_17', 'BAP3_8']	NULL	NULL	TRANS-RXNBWI-115637.ce.maizeexp.VAL_c0
rxn00210_c0	NULL	R00279	['META:D-GLUTAMATED-ASPARTATE-OXIDASE-RXN.c', 'META:D-GLUTAMATE-OXIDASE-RXN.c']	D-Glutamate:oxygen oxidoreductase (deaminating)_c0
rxn02128_c0	PTHKr	R02971	['META:PANTETHEINE-KINASE-RXN', 'META:PANTETHEINE-KINASE-RXN.c']	ATP:pantothenate 4'-phosphotransferase_c0
rxn03041_c0	['OPTCCL', 'R04380']	R04380	['META:CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN.c', 'META:CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN']	5-oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase_c0
rxn00778_c0	NULL	R01057	['META:PPENTOMUT-RXN', 'META:PPENTOMUT-RXN.c']	D-Ribose 1,5-phosphomutase_c0
rxn03901_c0	UDCPDP	R05627	META:UNDECAPRENYL-DIPHOSPHATASE-RXN.c	undecaprenyl-diphosphate phosphohydrolase_c0
rxn01985_c0	['PUNP6', 'PNP1_3']	R02748	META:DEOXYINOPHOSPHOR-RXN	Deoxyinosine:orthophosphate ribosyltransferase_c0
rxn00808_c0	['GAL1', 'GALKr', 'GALK']	R01092	NULL	ATP:D-galactose 1-phosphotransferase_c0
rxn10013_c0	ACOAD5	NULL	NULL	acyl-CoA dehydrogenase (dodecanoyl-CoA)_c0
rxn02832_c0	NULL	R04031	['META:O-SUCCINYLBENZOATE-COA-SYN-RXN', 'META:O-SUCCINYLBENZOATE-COA-SYN-RXN.c', 'META:O-SUCCINYLBENZOATE-COA-SYN-RXN.d']	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)_c0
rxn01747_c0	NULL	R02423	META:ALLANTOATE-DEIMINASE-RXN.c	allantoate amidinohydrolase (decarboxylating)_c0
rxn05621_c0	MSO3abcpp	NULL	NULL	methanesulfonate transport via ABC system_c0
rxn10052_c0	ADK2	NULL	NULL	adenylate kinase (Inorganic triphosphate)_c0
rxn07672_c0	NULL	R07882	NULL	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase_c0
rxn04133_c0	NULL	R06064	NULL	R06064_c0
rxn05540_c0	DIPEPabc2	NULL	META:3.6.3.23-RXN.ce.metaexp.CPD-13403_CPD-13403	oligopeptide-transporting ATPase_c0
rxn00193_c0	GLUR	R00260	META:GLUTRACE-RXN.c	glutamate racemase_c0
rxn10272_c0	NULL	NULL	NULL	myristoyl-UDP-glucosyltransferase (diglucosyl)_c0
rxn05326_c0	['EAR60x', 'HEMAT2']	R04955	['META:RXN-9658', 'META:RXN-9658.c', 'META:RXN-9658.d']	Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0
rxn06760_c0	NULL	['R04650', 'R06253']	NULL	R04650_c0
rxn04840_c0	NULL	R07034	NULL	Glutathione: 5-HPETE oxidoreductase_c0
rxn05197_c0	['URAt6', 'URAt2rpp', 'FUR4', 'URAt2pp', 'URAt2r', 'URAt2']	NULL	META:TRANS-RXN-132	Uracil permease_c0
rxn00653_c0	ALDD22x	R00904	['META:RXN-12332.x', 'META:RXN-12332.c', 'META:RXN-6382.c.metaexp.NAD_NADH', 'META:RXN-12332']	3-aminopropanal:NAD+ oxidoreductase_c0
rxn05507_c0	['ARSt1', 'ASO3tex']	NULL	NULL	arsenite transp or ter via unip or t_c0
rxn05155_c0	GLNabc	NULL	['META:3.6.3.21-RXN.ce.metaexp.GLN_GLN', 'META:ABC-12-RXN']	ATP phosphohydrolase (polar-amino-acid-importing)_c0
rxn06372_c0	NULL	R03410	NULL	S-Adenosyl-L-methionine:unsaturated-phospholipid methyltransferase (methenylating)_c0
rxn00929_c0	['PRO1x', 'P5CRx', 'PUT1', 'PRO1xm']	R01248	META:PYRROLINECARBREDUCT-RXN.c.metaexp.NAD_NADH	L-Proline:NAD+ 5-oxidoreductase_c0
rxn14264_c0	NULL	R08951	['META:2.5.1.70-RXN.d', 'META:2.5.1.70-RXN', 'META:2.5.1.70-RXN.c']	dimethylallyl-diphosphate:naringenin 8-dimethylallyltransferase_c0
rxn11892_c0	NULL	R08381	NULL	Palmitoyl-CoA:retinol O-acyltransferase_c0
rxn02166_c0	NULL	R03024	['META:4-NITROPHENYLPHOSPHATASE-RXN.c', 'META:4-NITROPHENYLPHOSPHATASE-RXN']	4-Nitrophenyl phosphate phosphohydrolase_c0
rxn01662_c0	NULL	R02313	META:1.5.1.9-RXN.c	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase_c0
rxn00342_c0	['ASP1', 'ASP34', 'ASP32', 'ASP33', 'ASP31']	R00485	['META:ASPARAGHYD-RXN.p', 'META:ASPARAGHYD-RXN.c']	L-Asparagine amidohydrolase_c0
rxn00256_c0	CS	R00351	['META:CITSYN-RXN.c', 'META:CITSYN-RXN.m', 'META:CITSYN-RXN', 'META:CITRATE-RE-SYNTHASE-RXN.c', 'META:RXN-14905']	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)_c0
rxn03644_c0	NULL	R05339	NULL	D-arabino-hex-3-ulose-6-phosphate isomerase_c0
rxn08335_c0	['DH or D2', 'DHORD2']	NULL	['META:RXN0-6491.c.metaexp.CPD-9956_UBIQUINONE-8', 'META:DIHYDROOROTATE-DEHYDROGENASE-RXN.c.metaexp.CPD-9956_UBIQUINONE-8', 'META:RXN0-6491.p.metaexp.CPD-9956_UBIQUINONE-8', 'META:DIHYDROOROTATE-DEHYDROGENASE-RXN.p.metaexp.CPD-9956_UBIQUINONE-8']	(S)-dihydroorotate:quinone oxidoreductase_c0
rxn03004_c0	['GARFT', 'GARFTi', 'ADE8']	R04325	META:GART-RXN.c	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase_c0
rxn10232_c0	NULL	NULL	NULL	isoheptadecanoyl-phosphatidylserine decarboxylase_c0
rxn00138_c0	['QNS1_2', 'QNS1_1', 'NADS1m']	R00189	META:NAD-SYNTH-NH3-RXN.c	deamido-NAD+:ammonia ligase (AMP-forming)_c0
rxn10286_c0	NULL	NULL	NULL	isopentadecanoyl-UDP-glucosyltransferase (monoglucosyl)_c0
rxn05536_c0	DIPEPabc12	NULL	NULL	Dipeptide transport via ABC system (met-ala)_c0
rxn00921_c0	NULL	R01238	['META:4-HYDROXYBENZOATE-DECARBOXYLASE-RXN', 'META:4-HYDROXYBENZOATE-DECARBOXYLASE-RXN.c']	4-hydroxybenzoate carboxy-lyase (phenol-forming)_c0
rxn05168_c0	['VALabc', 'VALabcpp']	NULL	['META:ABC-36-RXN', 'META:3.6.3.22-RXN.ce.metaexp.VAL_VAL']	nonpolar-amino-acid-transporting ATPase_c0
rxn01995_c0	NULL	R02764	['META:S-METHYLMALONYL-COA-HYDROLASE-RXN', 'META:S-METHYLMALONYL-COA-HYDROLASE-RXN.c']	(S)-Methylmalonyl-CoA hydrolase_c0
rxn02015_c0	NULL	R02797	META:RXN-17385	Taurocholate amidohydrolase_c0
rxn05546_c0	DIPEPabc8	NULL	NULL	Dipeptide transport via ABC system (gly-asn)_c0
rxn10044_c0	NULL	NULL	NULL	cytochrome-c reductase (menaquinol 7: 3 protons)_c0
rxn05054_c0	NULL	R07302	NULL	adenosylcobyric acid:(R)-1-aminopropan-2-ol ligase (ADP-forming)_c0
rxn02167_c0	ECOAH1	R03026	['META:RXN-12566.c', 'META:RXN-11667.c', 'META:RXN-11667']	(S)-3-Hydroxybutanoyl-CoA hydro-lyase_c0
rxn05368_c0	NULL	NULL	NULL	8-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0
rxn01858_c0	AAH1_2	R02556	META:ADDALT-RXN.c	Deoxyadenosine aminohydrolase_c0
rxn05128_c0	['GGLUGABH', 'GGGABAH']	R07419	['META:RXN0-3942', 'META:RXN0-3942.c']	4-(Glutamylamino)butanoate amidohydrolase_c0
rxn10770_c0	CHOLD	R08557	['META:RXN-6021.c', 'META:RXN-6021']	R08557_c0
rxn00231_c0	NULL	R00321	NULL	Acetamide amidohydrolase_c0
rxn05360_c0	NULL	NULL	NULL	4-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0
rxn02297_c0	['AOXSir', 'U86', 'AOXS', 'AOXSr']	R03210	['META:7KAPSYN-RXN', 'META:7KAPSYN-RXN.c']	6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)_c0
rxn05421_c0	NULL	NULL	NULL	8-methyl-nonanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn01799_c0	['DURIPP', 'PNP1_1']	R02484	['META:DEOXYURIDINE-PHOSPHORYLASE-RXN.c', 'META:URA-PHOSPH-RXN']	deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase_c0
rxn01485_c0	PGAMT	R02060	['META:5.4.2.10-RXN.c', 'META:5.4.2.10-RXN']	D-Glucosamine 1-phosphate 1,6-phosphomutase_c0
rxn05206_c0	Ktex	NULL	['META:TRANS-RXN-185.ce', 'META:TRANS-RXN-187.ce', 'META:TRANS-RXN-187', 'META:TRANS-RXN-190.ce', 'META:TRANS-RXN-186', 'META:TRANS-RXN-186.cp', 'META:TRANS-RXN-190', 'META:TRANS-RXN-185']	TRANS-RXN-187.ce_c0
rxn02190_c0	DHPM2	R03055	['META:RXN-11211.c', 'META:RXN-11211']	5,6-Dihydrothymine amidohydrolase_c0
rxn09207_c0	PSSA141	NULL	NULL	Phosphatidylserine syntase (n-C14:1)_c0
rxn10281_c0	NULL	NULL	NULL	myristoyl-UDP-glucosyltransferase (monoglucosyl)_c0
rxn09296_c0	['THIORDXni', 'THIORDXm', 'THIORDXp', 'THIORDXi', 'THDPO']	NULL	NULL	hydrogen peroxide reductase (thioredoxin)_c0
rxn00239_c0	['GUK1_1', 'GK1']	R00332	['META:GUANYL-KIN-RXN', 'META:GUANYL-KIN-RXN.c']	ATP:GMP phosphotransferase_c0
rxn00441_c0	NULL	R00621	NULL	R00621_c0
rxn00302_c0	NULL	R00428	NULL	GTP 8,9-hydrolase_c0
